Recording	Media	Sentence_index	Word_index	Participant	age	sexe	situation_actuelle	Timeline	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Regression-path_duration	Re-reading_duration	text_type	version	text_name	total_count
Recording19	cas_226_Original_1	1	1	SET_2_B_general_participant8	48 53	F	employé	Timeline2	Cas	98	98.0	98.0	98.0	1	878.0	98.0	travers	2,73945	98	98.0	98.0	98.0	1	878.0	98.0	0					Cas	Word	3	98.0	98.0	98.0	0.0	98.0	0.0	clinical	original	226	1
Recording19	cas_226_Original_1	1	2	SET_2_B_general_participant8	48 53	F	employé	Timeline2	clinique	210	105.0	88.0	122.0	2	1156.0	88.0	travers	2,75288	210	105.0	88.0	122.0	2	1156.0	88.0	0					clinique	Word	8	88.0	210.0	210.0	0.0	210.0	0.0	clinical	original	226	2
Recording19	cas_226_Original_1	2	1	SET_2_B_general_participant8	48 53	F	employé	Timeline2	B.H	845	211.0	107.0	332.0	4	1568.0	120.0	travers	2,63653	845	211.0	107.0	332.0	4	1568.0	120.0	1	1551.0	2291.0	74,37	103,39	B.H	Word	3	0.0	0.0	0.0		0.0	0.0	clinical	original	226	3
Recording19	cas_226_Original_1	2	2	SET_2_B_general_participant8	48 53	F	employé	Timeline2	âgée	400	133.0	108.0	175.0	3	1435.0	117.0	travers	2,62879	400	133.0	108.0	175.0	3	1435.0	117.0	0	2291.0	1551.0	103,39	74,37	âgée	Word	4	117.0	117.0	400.0	1.0	1245.0	1128.0	clinical	original	226	4
Recording19	cas_226_Original_1	2	3	SET_2_B_general_participant8	48 53	F	employé	Timeline2	de	0				0			travers		0				0			0					de	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	5
Recording19	cas_226_Original_1	2	4	SET_2_B_general_participant8	48 53	F	employé	Timeline2	30	162	162.0	162.0	162.0	1	3063.0	162.0	travers	2,53929	162	162.0	162.0	162.0	1	3063.0	162.0	0					30	Word	2	162.0	162.0	162.0	0.0	162.0	0.0	clinical	original	226	6
Recording19	cas_226_Original_1	2	5	SET_2_B_general_participant8	48 53	F	employé	Timeline2	ans	0				0			travers		0				0			0					ans,	Word	4	0.0	0.0	0.0		0.0	0.0	clinical	original	226	7
Recording19	cas_226_Original_1	2	6	SET_2_B_general_participant8	48 53	F	employé	Timeline2	sans	167	167.0	167.0	167.0	1	3280.0	167.0	travers	2,49671	167	167.0	167.0	167.0	1	3280.0	167.0	0					sans	Word	4	167.0	167.0	167.0	0.0	167.0	0.0	clinical	original	226	8
Recording19	cas_226_Original_1	2	7	SET_2_B_general_participant8	48 53	F	employé	Timeline2	antécédents	405	202.0	123.0	282.0	2	3498.0	282.0	travers	2,41678	405	202.0	123.0	282.0	2	3498.0	282.0	1		3921.0		328,68	antécédents	Word	11	282.0	405.0	405.0	0.0	405.0	0.0	clinical	original	226	9
Recording19	cas_226_Original_1	2	8	SET_2_B_general_participant8	48 53	F	employé	Timeline2	pathologiques	483	161.0	140.0	185.0	3	3961.0	140.0	travers	2,37397	483	161.0	140.0	185.0	3	3961.0	140.0	2	3921.0	4478.0	328,68	295,92	pathologiques	Word	13	140.0	483.0	483.0	0.0	483.0	0.0	clinical	original	226	10
Recording19	cas_226_Original_1	2	9	SET_2_B_general_participant8	48 53	F	employé	Timeline2	particuliers	602	602.0	602.0	602.0	1	4518.0	602.0	travers	2,41042	602	602.0	602.0	602.0	1	4518.0	602.0	0	4478.0	5120.0	295,92	528,53	particuliers,	Word	13	602.0	602.0	602.0	0.0	602.0	0.0	clinical	original	226	11
Recording19	cas_226_Original_1	2	10	SET_2_B_general_participant8	48 53	F	employé	Timeline2	présentait	657	219.0	97.0	418.0	3	5210.0	97.0	travers	2,50633	657	219.0	97.0	418.0	3	5210.0	97.0	0	5120.0		528,53		présentait	Word	10	97.0	238.0	238.0	0.0	238.0	0.0	clinical	original	226	12
Recording19	cas_226_Original_1	2	11	SET_2_B_general_participant8	48 53	F	employé	Timeline2	depuis	502	251.0	77.0	425.0	2	5688.0	77.0	travers	2,49601	502	251.0	77.0	425.0	2	5688.0	77.0	0					depuis	Word	6	77.0	77.0	502.0	1.0	920.0	843.0	clinical	original	226	13
Recording19	cas_226_Original_1	2	12	SET_2_B_general_participant8	48 53	F	employé	Timeline2	5	0				0			travers		0				0			0					5	Word	1	0.0	0.0	0.0		0.0	0.0	clinical	original	226	14
Recording19	cas_226_Original_1	2	13	SET_2_B_general_participant8	48 53	F	employé	Timeline2	mois	157	157.0	157.0	157.0	1	6746.0	157.0	travers	2,46075	157	157.0	157.0	157.0	1	6746.0	157.0	0					mois	Word	4	157.0	157.0	157.0	0.0	157.0	0.0	clinical	original	226	15
Recording19	cas_226_Original_1	2	14	SET_2_B_general_participant8	48 53	F	employé	Timeline2	avant	283	142.0	108.0	175.0	2	6958.0	108.0	travers	2,44381	283	142.0	108.0	175.0	2	6958.0	108.0	1		7258.0		277,34	avant	Word	5	108.0	283.0	283.0	0.0	283.0	0.0	clinical	original	226	16
Recording19	cas_226_Original_1	2	15	SET_2_B_general_participant8	48 53	F	employé	Timeline2	son	132	132.0	132.0	132.0	1	7520.0	132.0	travers	2,40287	132	132.0	132.0	132.0	1	7520.0	132.0	0					son	Word	3	0.0	0.0	0.0		0.0	0.0	clinical	original	226	17
Recording19	cas_226_Original_1	2	16	SET_2_B_general_participant8	48 53	F	employé	Timeline2	hospitalisation	192	192.0	192.0	192.0	1	7291.0	192.0	travers	2,42343	192	192.0	192.0	192.0	1	7291.0	192.0	0	7258.0		277,34		hospitalisation	Word	15	192.0	192.0	192.0	1.0	323.0	132.0	clinical	original	226	18
Recording19	cas_226_Original_1	2	17	SET_2_B_general_participant8	48 53	F	employé	Timeline2	un	105	105.0	105.0	105.0	1	7725.0	105.0	travers	2,43295	105	105.0	105.0	105.0	1	7725.0	105.0	0					un	Word	2	105.0	105.0	105.0	0.0	105.0	0.0	clinical	original	226	19
Recording19	cas_226_Original_1	2	18	SET_2_B_general_participant8	48 53	F	employé	Timeline2	tableau	170	170.0	170.0	170.0	1	7864.0	170.0	travers	2,44767	170	170.0	170.0	170.0	1	7864.0	170.0	0		8034.0		538,02	tableau	Word	7	170.0	170.0	170.0	0.0	170.0	0.0	clinical	original	226	20
Recording19	cas_226_Original_1	2	19	SET_2_B_general_participant8	48 53	F	employé	Timeline2	clinique	228	114.0	108.0	120.0	2	8239.0	108.0	travers	2,52091	228	114.0	108.0	120.0	2	8239.0	108.0	0	8216.0		158,11		clinique	Word	8	0.0	0.0	0.0		0.0	0.0	clinical	original	226	21
Recording19	cas_226_Original_1	2	20	SET_2_B_general_participant8	48 53	F	employé	Timeline2	associant	473	158.0	102.0	213.0	3	8114.0	102.0	travers	2,56155	473	158.0	102.0	213.0	3	8114.0	102.0	0	8034.0	8216.0	538,02	158,11	associant	Word	9	102.0	102.0	473.0	1.0	702.0	600.0	clinical	original	226	22
Recording19	cas_226_Original_1	2	21	SET_2_B_general_participant8	48 53	F	employé	Timeline2	une	115	115.0	115.0	115.0	1	9291.0	115.0	travers	2,49042	115	115.0	115.0	115.0	1	9291.0	115.0	0	9273.0		84,39		une	Word	3	0.0	0.0	0.0		0.0	0.0	clinical	original	226	23
Recording19	cas_226_Original_1	2	22	SET_2_B_general_participant8	48 53	F	employé	Timeline2	dysurie	927	309.0	120.0	603.0	3	9153.0	120.0	travers	2,43398	927	309.0	120.0	603.0	3	9153.0	120.0	1		9273.0		84,39	dysurie,	Word	8	120.0	120.0	927.0	1.0	1042.0	922.0	clinical	original	226	24
Recording19	cas_226_Original_1	2	23	SET_2_B_general_participant8	48 53	F	employé	Timeline2	une	0				0			travers		0				0			0					une	Word	3	0.0	0.0	0.0		0.0	0.0	clinical	original	226	25
Recording19	cas_226_Original_1	2	24	SET_2_B_general_participant8	48 53	F	employé	Timeline2	pollakiurie	1602	320.0	217.0	610.0	5	10314.0	217.0	travers	2,32142	1602	320.0	217.0	610.0	5	10314.0	217.0	4	10281.0		272,58		pollakiurie	Word	11	217.0	1602.0	1602.0	0.0	1602.0	0.0	clinical	original	226	26
Recording19	cas_226_Original_1	2	25	SET_2_B_general_participant8	48 53	F	employé	Timeline2	avec	233	233.0	233.0	233.0	1	12034.0	233.0	travers	2,26005	233	233.0	233.0	233.0	1	12034.0	233.0	0					avec	Word	4	233.0	233.0	233.0	0.0	233.0	0.0	clinical	original	226	27
Recording19	cas_226_Original_1	2	26	SET_2_B_general_participant8	48 53	F	employé	Timeline2	une	120	120.0	120.0	120.0	1	12303.0	120.0	travers	2,27625	120	120.0	120.0	120.0	1	12303.0	120.0	0					une	Word	3	120.0	120.0	120.0	0.0	120.0	0.0	clinical	original	226	28
Recording19	cas_226_Original_1	2	27	SET_2_B_general_participant8	48 53	F	employé	Timeline2	impériosité	328	164.0	80.0	248.0	2	12529.0	80.0	travers	2,30922	328	164.0	80.0	248.0	2	12529.0	80.0	0					impériosité	Word	11	80.0	328.0	328.0	0.0	328.0	0.0	clinical	original	226	29
Recording19	cas_226_Original_1	2	28	SET_2_B_general_participant8	48 53	F	employé	Timeline2	mictionnelle	1075	215.0	103.0	445.0	5	12946.0	103.0	travers	2,44716	1075	215.0	103.0	445.0	5	12946.0	103.0	2					mictionnelle	Word	12	103.0	1075.0	1075.0	0.0	1075.0	0.0	clinical	original	226	30
Recording19	cas_226_Original_1	2	29	SET_2_B_general_participant8	48 53	F	employé	Timeline2	et	0				0			travers		0				0			0					et	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	31
Recording19	cas_226_Original_1	2	30	SET_2_B_general_participant8	48 53	F	employé	Timeline2	des	265	132.0	107.0	158.0	2	14441.0	107.0	travers	2,38097	265	132.0	107.0	158.0	2	14441.0	107.0	1		14723.0		143,18	des	Word	3	107.0	265.0	265.0	0.0	265.0	0.0	clinical	original	226	32
Recording19	cas_226_Original_1	2	31	SET_2_B_general_participant8	48 53	F	employé	Timeline2	brûlures	167	167.0	167.0	167.0	1	14746.0	167.0	travers	2,37049	167	167.0	167.0	167.0	1	14746.0	167.0	0	14723.0	14913.0	143,18	325	brûlures	Word	8	167.0	167.0	167.0	0.0	167.0	0.0	clinical	original	226	33
Recording19	cas_226_Original_1	2	32	SET_2_B_general_participant8	48 53	F	employé	Timeline2	mictionnlles	707	177.0	132.0	293.0	4	14949.0	293.0	travers	2,34643	707	177.0	132.0	293.0	4	14949.0	293.0	3	14913.0	15706.0	325	253,31	mictionnlles,	Word	13	293.0	707.0	707.0	0.0	707.0	0.0	clinical	original	226	34
Recording19	cas_226_Original_1	2	33	SET_2_B_general_participant8	48 53	F	employé	Timeline2	qui	0				0			travers		0				0			0					qui	Word	3	0.0	0.0	0.0		0.0	0.0	clinical	original	226	35
Recording19	cas_226_Original_1	2	34	SET_2_B_general_participant8	48 53	F	employé	Timeline2	s’est	357	178.0	153.0	203.0	2	15739.0	203.0	travers	2,32608	357	178.0	153.0	203.0	2	15739.0	203.0	1	15706.0		253,31		s’est	Word	5	203.0	357.0	357.0	0.0	357.0	0.0	clinical	original	226	36
Recording19	cas_226_Original_1	2	35	SET_2_B_general_participant8	48 53	F	employé	Timeline2	compliqué	277	138.0	72.0	205.0	2	16221.0	72.0	travers	2,31678	277	138.0	72.0	205.0	2	16221.0	72.0	1					compliqué	Word	9	72.0	277.0	277.0	0.0	277.0	0.0	clinical	original	226	37
Recording19	cas_226_Original_1	2	36	SET_2_B_general_participant8	48 53	F	employé	Timeline2	par	200	200.0	200.0	200.0	1	16576.0	200.0	travers	2,33345	200	200.0	200.0	200.0	1	16576.0	200.0	0					par	Word	3	200.0	200.0	200.0	0.0	200.0	0.0	clinical	original	226	38
Recording19	cas_226_Original_1	2	37	SET_2_B_general_participant8	48 53	F	employé	Timeline2	la	0				0			travers		0				0			0					la	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	39
Recording19	cas_226_Original_1	2	38	SET_2_B_general_participant8	48 53	F	employé	Timeline2	suite	133	133.0	133.0	133.0	1	16811.0	133.0	travers	2,33467	133	133.0	133.0	133.0	1	16811.0	133.0	0					suite	Word	5	133.0	133.0	133.0	0.0	133.0	0.0	clinical	original	226	40
Recording19	cas_226_Original_1	2	39	SET_2_B_general_participant8	48 53	F	employé	Timeline2	d’une	0				0			travers		0				0			0					d’une	Word	5	0.0	0.0	0.0		0.0	0.0	clinical	original	226	41
Recording19	cas_226_Original_1	2	40	SET_2_B_general_participant8	48 53	F	employé	Timeline2	hématurie	1105	184.0	117.0	235.0	6	17004.0	235.0	travers	2,29364	1105	184.0	117.0	235.0	6	17004.0	235.0	5		18199.0		245,47	hématurie	Word	9	235.0	1105.0	1105.0	0.0	1105.0	0.0	clinical	original	226	42
Recording19	cas_226_Original_1	2	41	SET_2_B_general_participant8	48 53	F	employé	Timeline2	terminale	505	505.0	505.0	505.0	1	18229.0	505.0	travers	2,30982	505	505.0	505.0	505.0	1	18229.0	505.0	0	18199.0	18734.0	245,47	221,42	terminale	Word	9	505.0	505.0	505.0	0.0	505.0	0.0	clinical	original	226	43
Recording19	cas_226_Original_1	2	42	SET_2_B_general_participant8	48 53	F	employé	Timeline2	et	0				0			travers		0				0			0					et	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	44
Recording19	cas_226_Original_1	2	43	SET_2_B_general_participant8	48 53	F	employé	Timeline2	des	308	308.0	308.0	308.0	1	18771.0	308.0	travers	2,30063	308	308.0	308.0	308.0	1	18771.0	308.0	0	18734.0	19079.0	221,42	477,44	des	Word	3	308.0	308.0	308.0	0.0	308.0	0.0	clinical	original	226	45
Recording19	cas_226_Original_1	2	44	SET_2_B_general_participant8	48 53	F	employé	Timeline2	lombalgies	848	170.0	103.0	245.0	5	19161.0	103.0	travers	2,32503	848	170.0	103.0	245.0	5	19161.0	103.0	3	19079.0		477,44		lombalgies	Word	10	103.0	848.0	848.0	0.0	848.0	0.0	clinical	original	226	46
Recording19	cas_226_Original_1	2	45	SET_2_B_general_participant8	48 53	F	employé	Timeline2	gauches	255	128.0	115.0	140.0	2	20153.0	115.0	travers	2,33668	255	128.0	115.0	140.0	2	20153.0	115.0	1		20424.0		290,34	gauches,	Word	8	115.0	255.0	255.0	0.0	255.0	0.0	clinical	original	226	47
Recording19	cas_226_Original_1	2	46	SET_2_B_general_participant8	48 53	F	employé	Timeline2	évoluant	237	237.0	237.0	237.0	1	20456.0	237.0	travers	2,32549	237	237.0	237.0	237.0	1	20456.0	237.0	0	20424.0	20693.0	290,34	240,28	évoluant	Word	8	237.0	237.0	237.0	0.0	237.0	0.0	clinical	original	226	48
Recording19	cas_226_Original_1	2	47	SET_2_B_general_participant8	48 53	F	employé	Timeline2	dans	112	112.0	112.0	112.0	1	20733.0	112.0	travers	2,3213	112	112.0	112.0	112.0	1	20733.0	112.0	0	20693.0		240,28		dans	Word	4	112.0	112.0	112.0	0.0	112.0	0.0	clinical	original	226	49
Recording19	cas_226_Original_1	2	48	SET_2_B_general_participant8	48 53	F	employé	Timeline2	un	0				0			travers		0				0			0					un	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	50
Recording19	cas_226_Original_1	2	49	SET_2_B_general_participant8	48 53	F	employé	Timeline2	contexte	292	146.0	102.0	190.0	2	21069.0	102.0	travers	2,40428	292	146.0	102.0	190.0	2	21069.0	102.0	1		21383.0		216,32	contexte	Word	8	102.0	292.0	292.0	0.0	292.0	0.0	clinical	original	226	51
Recording19	cas_226_Original_1	2	50	SET_2_B_general_participant8	48 53	F	employé	Timeline2	d’apyrexie	1175	294.0	132.0	417.0	4	21418.0	218.0	travers	2,44402	1175	294.0	132.0	417.0	4	21418.0	218.0	3	21383.0	22651.0	216,32	207,87	d’apyrexie	Word	10	218.0	1175.0	1175.0	0.0	1175.0	0.0	clinical	original	226	52
Recording19	cas_226_Original_1	2	51	SET_2_B_general_participant8	48 53	F	employé	Timeline2	et	0				0			travers		0				0			0					et	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	53
Recording19	cas_226_Original_1	2	52	SET_2_B_general_participant8	48 53	F	employé	Timeline2	de	385	385.0	385.0	385.0	1	22683.0	385.0	travers	2,45646	385	385.0	385.0	385.0	1	22683.0	385.0	0	22651.0	23068.0	207,87	473,69	de	Word	2	385.0	385.0	385.0	0.0	385.0	0.0	clinical	original	226	54
Recording19	cas_226_Original_1	2	53	SET_2_B_general_participant8	48 53	F	employé	Timeline2	conservation	703	176.0	90.0	255.0	4	23166.0	90.0	travers	2,45165	703	176.0	90.0	255.0	4	23166.0	90.0	2	23068.0		473,69		conservation	Word	12	90.0	703.0	703.0	0.0	703.0	0.0	clinical	original	226	55
Recording19	cas_226_Original_1	2	54	SET_2_B_general_participant8	48 53	F	employé	Timeline2	de	265	265.0	265.0	265.0	1	29971.0	265.0	travers	2,3638	265	265.0	265.0	265.0	1	29971.0	265.0	0	29933.0	30236.0	335,44	119,63	de	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	56
Recording19	cas_226_Original_1	2	55	SET_2_B_general_participant8	48 53	F	employé	Timeline2	l’état	515	172.0	123.0	245.0	3	23994.0	245.0	travers	2,43199	515	172.0	123.0	245.0	3	23994.0	245.0	2					l’état	Word	6	245.0	515.0	515.0	0.0	515.0	0.0	clinical	original	226	57
Recording19	cas_226_Original_1	2	56	SET_2_B_general_participant8	48 53	F	employé	Timeline2	général	118	118.0	118.0	118.0	1	24603.0	118.0	travers	2,44677	118	118.0	118.0	118.0	1	24603.0	118.0	0					général.	Word	8	118.0	118.0	118.0	0.0	118.0	0.0	clinical	original	226	58
Recording19	cas_226_Original_1	3	1	SET_2_B_general_participant8	48 53	F	employé	Timeline2	Par	0				0			travers		0				0			0					Par	Word	3	0.0	0.0	0.0		0.0	0.0	clinical	original	226	59
Recording19	cas_226_Original_1	3	2	SET_2_B_general_participant8	48 53	F	employé	Timeline2	ailleurs	440	220.0	123.0	317.0	2	24776.0	317.0	travers	2,44056	440	220.0	123.0	317.0	2	24776.0	317.0	1		25231.0		275,95	ailleurs,	Word	9	317.0	440.0	440.0	0.0	440.0	0.0	clinical	original	226	60
Recording19	cas_226_Original_1	3	3	SET_2_B_general_participant8	48 53	F	employé	Timeline2	la	0				0			travers		0				0			0					la	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	61
Recording19	cas_226_Original_1	3	4	SET_2_B_general_participant8	48 53	F	employé	Timeline2	patiente	1178	196.0	93.0	303.0	6	25266.0	188.0	travers	2,36643	1178	196.0	93.0	303.0	6	25266.0	188.0	3	25231.0	26096.0	275,95	177	patiente	Word	8	188.0	762.0	762.0	0.0	762.0	0.0	clinical	original	226	62
Recording19	cas_226_Original_1	3	5	SET_2_B_general_participant8	48 53	F	employé	Timeline2	rapportait	612	204.0	175.0	225.0	3	26121.0	212.0	travers	2,39664	612	204.0	175.0	225.0	3	26121.0	212.0	2	26096.0	26771.0	177	488,55	rapportait	Word	10	212.0	612.0	612.0	0.0	612.0	0.0	clinical	original	226	63
Recording19	cas_226_Original_1	3	6	SET_2_B_general_participant8	48 53	F	employé	Timeline2	une	153	153.0	153.0	153.0	1	26993.0	153.0	travers	2,41159	153	153.0	153.0	153.0	1	26993.0	153.0	0	26969.0	27146.0	133,82	87,8	une	Word	3	0.0	0.0	0.0		0.0	0.0	clinical	original	226	64
Recording19	cas_226_Original_1	3	7	SET_2_B_general_participant8	48 53	F	employé	Timeline2	notion	337	112.0	103.0	122.0	3	26866.0	103.0	travers	2,41902	337	112.0	103.0	122.0	3	26866.0	103.0	0	26771.0	26969.0	488,55	133,82	notion	Word	6	103.0	103.0	337.0	1.0	490.0	387.0	clinical	original	226	65
Recording19	cas_226_Original_1	3	8	SET_2_B_general_participant8	48 53	F	employé	Timeline2	de	563	282.0	260.0	303.0	2	30258.0	303.0	travers	2,37523	563	282.0	260.0	303.0	2	30258.0	303.0	0	30236.0	34574.0	119,63	95,06	de	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	66
Recording19	cas_226_Original_1	3	9	SET_2_B_general_participant8	48 53	F	employé	Timeline2	leucorrhées	1930	175.0	107.0	253.0	11	27689.0	253.0	travers	2,39122	1930	175.0	107.0	253.0	11	27689.0	253.0	8		31118.0		289,86	leucorrhées	Word	11	253.0	1168.0	1168.0	0.0	1168.0	0.0	clinical	original	226	67
Recording19	cas_226_Original_1	3	10	SET_2_B_general_participant8	48 53	F	employé	Timeline2	fétides	1193	199.0	103.0	302.0	6	28991.0	302.0	travers	2,37669	1193	199.0	103.0	302.0	6	28991.0	302.0	3	31118.0	29933.0	289,86	335,44	fétides.	Word	8	302.0	883.0	1193.0	1.0	2227.0	1343.0	clinical	original	226	68
Recording19	cas_226_Original_1	4	1	SET_2_B_general_participant8	48 53	F	employé	Timeline2	L’examen	1023	205.0	163.0	267.0	5	31729.0	230.0	travers	2,31743	1023	205.0	163.0	267.0	5	31729.0	230.0	2	31696.0	32139.0	298,6	220,32	L’examen	Word	8	230.0	393.0	850.0	1.0	810.0	417.0	clinical	original	226	69
Recording19	cas_226_Original_1	4	2	SET_2_B_general_participant8	48 53	F	employé	Timeline2	clinique	565	282.0	242.0	323.0	2	37081.0	242.0	travers	2,28026	565	282.0	242.0	323.0	2	37081.0	242.0	1	37048.0	37666.0	253,17	217,11	clinique	Word	8	0.0	0.0	0.0		0.0	0.0	clinical	original	226	70
Recording19	cas_226_Original_1	4	3	SET_2_B_general_participant8	48 53	F	employé	Timeline2	d’admission	448	224.0	160.0	288.0	2	32636.0	160.0	travers	2,34281	448	224.0	160.0	288.0	2	32636.0	160.0	1	32599.0	33099.0	259,85	497,56	d’admission	Word	11	160.0	448.0	448.0	0.0	448.0	0.0	clinical	original	226	71
Recording19	cas_226_Original_1	4	4	SET_2_B_general_participant8	48 53	F	employé	Timeline2	a	0				0			travers		0				0			0					a	Word	1	0.0	0.0	0.0		0.0	0.0	clinical	original	226	72
Recording19	cas_226_Original_1	4	5	SET_2_B_general_participant8	48 53	F	employé	Timeline2	révélé	742	185.0	102.0	297.0	4	33188.0	105.0	travers	2,37853	742	185.0	102.0	297.0	4	33188.0	105.0	1	33099.0	33566.0	497,56	217,52	révélé	Word	6	105.0	343.0	343.0	0.0	343.0	0.0	clinical	original	226	73
Recording19	cas_226_Original_1	4	6	SET_2_B_general_participant8	48 53	F	employé	Timeline2	au	693	173.0	65.0	238.0	4	33591.0	222.0	travers	2,36082	693	173.0	65.0	238.0	4	33591.0	222.0	0	33566.0	38714.0	217,52	222,59	au	Word	2	222.0	222.0	455.0	1.0	1345.0	1123.0	clinical	original	226	74
Recording19	cas_226_Original_1	4	7	SET_2_B_general_participant8	48 53	F	employé	Timeline2	toucher	162	162.0	162.0	162.0	1	38744.0	162.0	travers	2,23945	162	162.0	162.0	162.0	1	38744.0	162.0	0	38714.0	38906.0	222,59	160,92	toucher	Word	7	0.0	0.0	0.0		0.0	0.0	clinical	original	226	75
Recording19	cas_226_Original_1	4	8	SET_2_B_general_participant8	48 53	F	employé	Timeline2	vaginal	137	137.0	137.0	137.0	1	38933.0	137.0	travers	2,22518	137	137.0	137.0	137.0	1	38933.0	137.0	0	38906.0		160,92		vaginal	Word	7	0.0	0.0	0.0		0.0	0.0	clinical	original	226	76
Recording19	cas_226_Original_1	4	9	SET_2_B_general_participant8	48 53	F	employé	Timeline2	combiné	1178	236.0	162.0	400.0	5	35174.0	400.0	travers	2,33638	1178	236.0	162.0	400.0	5	35174.0	400.0	1	35143.0	35754.0	259,27	244,24	combiné	Word	7	400.0	562.0	940.0	1.0	1932.0	1370.0	clinical	original	226	77
Recording19	cas_226_Original_1	4	10	SET_2_B_general_participant8	48 53	F	employé	Timeline2	au	0				0			travers		0				0			0					au	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	78
Recording19	cas_226_Original_1	4	11	SET_2_B_general_participant8	48 53	F	employé	Timeline2	palper	0				0			travers		0				0			0					palper	Word	6	0.0	0.0	0.0		0.0	0.0	clinical	original	226	79
Recording19	cas_226_Original_1	4	12	SET_2_B_general_participant8	48 53	F	employé	Timeline2	abdominal	0				0			travers		0				0			0					abdominal	Word	9	0.0	0.0	0.0		0.0	0.0	clinical	original	226	80
